Issue-ID,Beschreibung,Status,Schweregrad,Story Points,Projektpfad,Art des Speicherorts,Pfad,Linie,Spalte,Incident-ID,Hilfelink,Assemblyname,Assemblyversion,Öffentlicher Schlüssel für Assembly.,Ausschnitt
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Oberon0.Msil\Oberon0.Msil.csproj,File,Oberon0.Msil\Program.cs,36,12,P:System.CommandLine.ArgumentArity.ExactlyOne,,,,,"var fileArg = new Argument<FileInfo>(""input-file"", ""The input file to be compiled"") { Arity = ArgumentArity.ExactlyOne }                     .ExistingOnly();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Oberon0.Msil\Oberon0.Msil.csproj,File,Oberon0.Msil\Program.cs,36,12,T:System.CommandLine.ArgumentArity,,,,,"var fileArg = new Argument<FileInfo>(""input-file"", ""The input file to be compiled"") { Arity = ArgumentArity.ExactlyOne }                     .ExistingOnly();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Oberon0.Msil\Oberon0.Msil.csproj,File,Oberon0.Msil\Program.cs,36,12,P:System.CommandLine.Argument.Arity,,,,,"var fileArg = new Argument<FileInfo>(""input-file"", ""The input file to be compiled"") { Arity = ArgumentArity.ExactlyOne }                     .ExistingOnly();"
NuGet.0006,NuGet-Paketquellzuordnungen werden empfohlen.,Active,Information,1,Oberon0.Shared\Oberon0.Shared.csproj,File,NuGet.config,,,,,,,,"Es wurden 1 Dateien gefunden, die der Regel entsprechen:    NuGet.config  "
Project.0002,Die Zielframeworks des Projekts müssen geändert werden,Active,Mandatory,1,Oberon0.Shared\Oberon0.Shared.csproj,File,Oberon0.Shared\Oberon0.Shared.csproj,,,,,,,,Aktuelles Zielframework: net8.0 Empfohlenes Zielframework: net10.0
NuGet.0006,NuGet-Paketquellzuordnungen werden empfohlen.,Active,Information,1,Oberon0.System\Oberon0.System.csproj,File,NuGet.config,,,,,,,,"Es wurden 1 Dateien gefunden, die der Regel entsprechen:    NuGet.config  "
Project.0002,Die Zielframeworks des Projekts müssen geändert werden,Active,Mandatory,1,Oberon0.System\Oberon0.System.csproj,File,Oberon0.System\Oberon0.System.csproj,,,,,,,,Aktuelles Zielframework: net8.0 Empfohlenes Zielframework: net10.0
NuGet.0006,NuGet-Paketquellzuordnungen werden empfohlen.,Active,Information,1,Oberon0.System.Tests\Oberon0.System.Tests.csproj,File,NuGet.config,,,,,,,,"Es wurden 1 Dateien gefunden, die der Regel entsprechen:    NuGet.config  "
NuGet.0005,Das NuGet-Paket ist veraltet,Active,Optional,1,Oberon0.System.Tests\Oberon0.System.Tests.csproj,File,Oberon0.System.Tests\Oberon0.System.Tests.csproj,,,xunit 2.9.3,,,,,"xunit, 2.9.3  Empfehlung:  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Die Zielframeworks des Projekts müssen geändert werden,Active,Mandatory,1,Oberon0.System.Tests\Oberon0.System.Tests.csproj,File,Oberon0.System.Tests\Oberon0.System.Tests.csproj,,,,,,,,Aktuelles Zielframework: net8.0 Empfohlenes Zielframework: net10.0
NuGet.0006,NuGet-Paketquellzuordnungen werden empfohlen.,Active,Information,1,Oberon0.CompilerSupport\Oberon0.Test.Support.csproj,File,NuGet.config,,,,,,,,"Es wurden 1 Dateien gefunden, die der Regel entsprechen:    NuGet.config  "
NuGet.0005,Das NuGet-Paket ist veraltet,Active,Optional,1,Oberon0.CompilerSupport\Oberon0.Test.Support.csproj,File,Oberon0.CompilerSupport\Oberon0.Test.Support.csproj,,,xunit 2.9.3,,,,,"xunit, 2.9.3  Empfehlung:  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Die Zielframeworks des Projekts müssen geändert werden,Active,Mandatory,1,Oberon0.CompilerSupport\Oberon0.Test.Support.csproj,File,Oberon0.CompilerSupport\Oberon0.Test.Support.csproj,,,,,,,,Aktuelles Zielframework: net8.0 Empfohlenes Zielframework: net10.0
NuGet.0006,NuGet-Paketquellzuordnungen werden empfohlen.,Active,Information,1,oberon0\Oberon0Compiler.csproj,File,NuGet.config,,,,,,,,"Es wurden 1 Dateien gefunden, die der Regel entsprechen:    NuGet.config  "
Project.0002,Die Zielframeworks des Projekts müssen geändert werden,Active,Mandatory,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Oberon0Compiler.csproj,,,,,,,,Aktuelles Zielframework: net8.0 Empfohlenes Zielframework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\Functions\Internal\InternalFunctionAttribute.cs,13,1,M:System.Composition.MetadataAttributeAttribute.#ctor,,,,,MetadataAttribute
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\Functions\Internal\InternalFunctionAttribute.cs,13,1,T:System.Composition.MetadataAttributeAttribute,,,,,MetadataAttribute
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\Functions\Internal\InternalFunctionAttribute.cs,17,6,M:System.Composition.ExportAttribute.#ctor(System.Type),,,,,ExportAttribute(typeof(IInternalFunction))
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\Functions\Internal\InternalFunctionAttribute.cs,17,6,M:System.Composition.ExportAttribute.#ctor(System.Type),,,,,ExportAttribute(typeof(IInternalFunction))
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\Functions\Internal\InternalFunctionAttribute.cs,17,6,T:System.Composition.ExportAttribute,,,,,ExportAttribute
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\Operations\Internal\ArithmeticOperationAttribute.cs,14,5,M:System.Composition.MetadataAttributeAttribute.#ctor,,,,,MetadataAttribute
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\Operations\Internal\ArithmeticOperationAttribute.cs,14,5,T:System.Composition.MetadataAttributeAttribute,,,,,MetadataAttribute
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\Operations\Internal\ArithmeticOperationAttribute.cs,21,10,M:System.Composition.ExportAttribute.#ctor(System.Type),,,,,ExportAttribute(typeof(IArithmeticOperation))
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\Operations\Internal\ArithmeticOperationAttribute.cs,21,10,M:System.Composition.ExportAttribute.#ctor(System.Type),,,,,ExportAttribute(typeof(IArithmeticOperation))
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\Operations\Internal\ArithmeticOperationAttribute.cs,21,10,T:System.Composition.ExportAttribute,,,,,ExportAttribute
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,48,8,T:System.Composition.Hosting.CompositionHost,,,,,private void LoadFunctions(CompositionHost container)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,50,12,M:System.Composition.CompositionContext.GetExports``1,,,,,"var functions= container.GetExports<ExportFactory<IInternalFunction, InternalFunctionMetadata>>();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,29,8,T:System.Composition.Hosting.CompositionHost,,,,,private void LoadOperations(CompositionHost container)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,31,12,M:System.Composition.CompositionContext.GetExports``1,,,,,"var operations = container.GetExports<ExportFactory<IArithmeticOperation, ArithmeticOpMetadata>>();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,24,12,T:System.Composition.Hosting.CompositionHost,,,,,var container = configuration.CreateContainer();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,24,12,M:System.Composition.Hosting.ContainerConfiguration.CreateContainer,,,,,var container = configuration.CreateContainer();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,23,12,T:System.Composition.Hosting.ContainerConfiguration,,,,,var configuration = new ContainerConfiguration().WithAssembly(typeof(IArithmeticOperation).Assembly);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,23,12,M:System.Composition.Hosting.ContainerConfiguration.#ctor,,,,,var configuration = new ContainerConfiguration().WithAssembly(typeof(IArithmeticOperation).Assembly);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,23,12,T:System.Composition.Hosting.ContainerConfiguration,,,,,var configuration = new ContainerConfiguration().WithAssembly(typeof(IArithmeticOperation).Assembly);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,23,12,M:System.Composition.Hosting.ContainerConfiguration.WithAssembly(System.Reflection.Assembly),,,,,var configuration = new ContainerConfiguration().WithAssembly(typeof(IArithmeticOperation).Assembly);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,24,12,T:System.Composition.Hosting.CompositionHost,,,,,var container = configuration.CreateContainer();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,24,12,M:System.Composition.Hosting.ContainerConfiguration.CreateContainer,,,,,var container = configuration.CreateContainer();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,23,12,T:System.Composition.Hosting.ContainerConfiguration,,,,,var configuration = new ContainerConfiguration().WithAssembly(typeof(IArithmeticOperation).Assembly);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,23,12,M:System.Composition.Hosting.ContainerConfiguration.#ctor,,,,,var configuration = new ContainerConfiguration().WithAssembly(typeof(IArithmeticOperation).Assembly);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,23,12,T:System.Composition.Hosting.ContainerConfiguration,,,,,var configuration = new ContainerConfiguration().WithAssembly(typeof(IArithmeticOperation).Assembly);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,oberon0\Oberon0Compiler.csproj,File,oberon0\Expressions\ExpressionRepository.cs,23,12,M:System.Composition.Hosting.ContainerConfiguration.WithAssembly(System.Reflection.Assembly),,,,,var configuration = new ContainerConfiguration().WithAssembly(typeof(IArithmeticOperation).Assembly);
NuGet.0006,NuGet-Paketquellzuordnungen werden empfohlen.,Active,Information,1,UnitTestProject1\Oberon0Compiler.Tests.csproj,File,NuGet.config,,,,,,,,"Es wurden 1 Dateien gefunden, die der Regel entsprechen:    NuGet.config  "
NuGet.0005,Das NuGet-Paket ist veraltet,Active,Optional,1,UnitTestProject1\Oberon0Compiler.Tests.csproj,File,UnitTestProject1\Oberon0Compiler.Tests.csproj,,,xunit 2.9.3,,,,,"xunit, 2.9.3  Empfehlung:  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Die Zielframeworks des Projekts müssen geändert werden,Active,Mandatory,1,UnitTestProject1\Oberon0Compiler.Tests.csproj,File,UnitTestProject1\Oberon0Compiler.Tests.csproj,,,,,,,,Aktuelles Zielframework: net8.0 Empfohlenes Zielframework: net10.0
